Jahr,PLZ,GA,GA_flag,HTA,HTA_flag
2016,5000,3455.00,,5536.00,
2016,5004,252.00,,534.00,
2016,5012,430.00,,1128.00,
2016,5013,258.00,,824.00,
2016,5014,205.00,,656.00,
2016,5015,319.00,,1074.00,
2016,5017,11.29,1,10.93,2
2016,5018,423.00,,1305.00,
2016,5022,347.00,,881.00,
2016,5023,160.00,,653.00,
2016,5024,393.00,,1329.00,
2016,5025,11.29,1,86.00,
2016,5026,11.29,1,116.00,
2016,5027,85.00,,356.00,
2016,5028,33.00,,184.00,
2016,5032,354.00,,1022.00,
2016,5033,666.00,,2048.00,
2016,5034,929.00,,2679.00,
2016,5035,356.00,,1167.00,
2016,5036,535.00,,1863.00,
2016,5037,219.00,,1004.00,
2016,5040,246.00,,1077.00,
2016,5042,70.00,,446.00,
2016,5043,48.00,,246.00,
2016,5044,32.00,,163.00,
2016,5046,36.00,,236.00,
2016,5053,28.00,,211.00,
2016,5054,39.00,,349.00,
2016,5056,11.29,1,55.00,
2016,5057,40.00,,266.00,
2016,5058,11.29,1,47.00,
2016,5062,33.00,,127.00,
2016,5063,65.00,,296.00,
2016,5064,62.00,,318.00,
2016,5070,366.00,,1413.00,
2016,5072,45.00,,261.00,
2016,5073,294.00,,1120.00,
2016,5074,83.00,,397.00,
2016,5075,38.00,,176.00,
2016,5076,41.00,,196.00,
2016,5077,21.00,,70.00,
2016,5078,30.00,,161.00,
2016,5079,34.00,,274.00,
2016,5080,80.00,,452.00,
2016,5082,92.00,,457.00,
2016,5083,11.29,1,54.00,
2016,5084,11.29,1,31.00,
2016,5085,11.29,1,183.00,
2016,5102,366.00,,1399.00,
2016,5103,314.00,,1337.00,
2016,5105,88.00,,520.00,
2016,5106,92.00,,368.00,
2016,5107,139.00,,537.00,
2016,5108,26.00,,156.00,
2016,5112,25.00,,197.00,
2016,5113,62.00,,269.00,
2016,5116,100.00,,341.00,
2016,5200,1398.00,,3617.00,
2016,5210,879.00,,2406.00,
2016,5212,227.00,,1007.00,
2016,5213,102.00,,479.00,
2016,5222,149.00,,430.00,
2016,5223,126.00,,470.00,
2016,5225,128.00,,507.00,
2016,5233,38.00,,117.00,
2016,5234,101.00,,547.00,
2016,5235,55.00,,294.00,
2016,5236,72.00,,315.00,
2016,5237,11.29,1,106.00,
2016,5242,304.00,,1354.00,
2016,5243,53.00,,300.00,
2016,5244,23.00,,168.00,
2016,5245,43.00,,127.00,
2016,5246,46.00,,219.00,
2016,5272,51.00,,276.00,
2016,5273,11.29,1,75.00,
2016,5274,11.29,1,62.00,
2016,5275,21.00,,73.00,
2016,5276,22.00,,146.00,
2016,5277,11.29,1,78.00,
2016,5300,370.00,,1065.00,
2016,5301,44.00,,112.00,
2016,5303,229.00,,1257.00,
2016,5304,148.00,,574.00,
2016,5305,11.29,1,121.00,
2016,5306,41.00,,303.00,
2016,5312,199.00,,868.00,
2016,5313,226.00,,1016.00,
2016,5314,202.00,,748.00,
2016,5315,11.29,1,98.00,
2016,5316,88.00,,490.00,
2016,5317,11.29,1,66.00,
2016,5318,11.29,1,96.00,
2016,5322,79.00,,317.00,
2016,5323,48.00,,121.00,
2016,5324,46.00,,202.00,
2016,5325,48.00,,239.00,
2016,5326,40.00,,96.00,
2016,5330,255.00,,1009.00,
2016,5332,41.00,,225.00,
2016,5333,11.29,1,61.00,
2016,5334,11.29,1,26.00,
2016,5400,2036.00,,5614.00,
2016,5404,11.29,1,101.00,
2016,5405,219.00,,1087.00,
2016,5406,191.00,,952.00,
2016,5408,478.00,,1667.00,
2016,5412,355.00,,1444.00,
2016,5413,134.00,,849.00,
2016,5415,445.00,,2344.00,
2016,5416,121.00,,552.00,
2016,5417,426.00,,1870.00,
2016,5420,269.00,,1550.00,
2016,5423,98.00,,338.00,
2016,5425,36.00,,443.00,
2016,5426,129.00,,716.00,
2016,5430,1422.00,,6771.00,
2016,5432,415.00,,1872.00,
2016,5436,361.00,,2166.00,
2016,5442,347.00,,1654.00,
2016,5443,250.00,,1290.00,
2016,5444,81.00,,428.00,
2016,5445,32.00,,281.00,
2016,5452,298.00,,1429.00,
2016,5453,131.00,,640.00,
2016,5454,77.00,,524.00,
2016,5462,11.29,1,133.00,
2016,5463,11.29,1,90.00,
2016,5464,11.29,1,58.00,
2016,5465,11.29,1,67.00,
2016,5466,11.29,1,139.00,
2016,5467,11.29,1,101.00,
2016,5502,190.00,,723.00,
2016,5503,202.00,,780.00,
2016,5504,147.00,,702.00,
2016,5505,39.00,,131.00,
2016,5506,136.00,,480.00,
2016,5507,293.00,,1408.00,
2016,5512,44.00,,384.00,
2016,5522,77.00,,309.00,
2016,5524,108.00,,668.00,
2016,5525,72.00,,318.00,
2016,5600,1520.00,,3422.00,
2016,5603,381.00,,989.00,
2016,5604,55.00,,276.00,
2016,5605,249.00,,897.00,
2016,5606,102.00,,456.00,
2016,5607,126.00,,604.00,
2016,5608,72.00,,559.00,
2016,5610,825.00,,3029.00,
2016,5611,46.00,,265.00,
2016,5612,197.00,,1176.00,
2016,5613,11.29,1,56.00,
2016,5614,100.00,,613.00,
2016,5615,96.00,,460.00,
2016,5616,112.00,,662.00,
2016,5617,29.00,,111.00,
2016,5618,11.29,1,118.00,
2016,5619,46.00,,321.00,
2016,5620,456.00,,1978.00,
2016,5621,250.00,,1236.00,
2016,5622,133.00,,654.00,
2016,5623,137.00,,580.00,
2016,5624,62.00,,239.00,
2016,5625,11.29,1,76.00,
2016,5626,42.00,,262.00,
2016,5627,25.00,,124.00,
2016,5628,49.00,,309.00,
2016,5630,476.00,,2040.00,
2016,5632,49.00,,302.00,
2016,5634,112.00,,740.00,
2016,5636,29.00,,156.00,
2016,5637,54.00,,315.00,
2016,5642,47.00,,292.00,
2016,5643,169.00,,1000.00,
2016,5644,68.00,,419.00,
2016,5645,11.29,1,104.00,
2016,5646,30.00,,208.00,
2016,5647,71.00,,474.00,
2016,5702,375.00,,1207.00,
2016,5703,313.00,,1339.00,
2016,5704,56.00,,388.00,
2016,5705,45.00,,181.00,
2016,5706,119.00,,457.00,
2016,5707,254.00,,1227.00,
2016,5708,76.00,,335.00,
2016,5712,204.00,,987.00,
2016,5722,482.00,,1932.00,
2016,5723,98.00,,377.00,
2016,5724,37.00,,261.00,
2016,5725,33.00,,200.00,
2016,5726,142.00,,639.00,
2016,5727,138.00,,543.00,
2016,5728,64.00,,448.00,
2016,5732,45.00,,300.00,
2016,5733,11.29,1,103.00,
2016,5734,246.00,,1431.00,
2016,5735,25.00,,146.00,
2016,5736,11.29,1,163.00,
2016,5737,197.00,,1165.00,
2016,5742,221.00,,953.00,
2016,5745,129.00,,692.00,
2016,5746,24.00,,149.00,
2016,6003,2274.00,,7248.00,
2016,6004,1292.00,,4452.00,
2016,6005,2826.00,,10413.00,
2016,6006,2146.00,,7649.00,
2016,6010,1442.00,,7896.00,
2016,6012,160.00,,1105.00,
2016,6013,6.97,1,56.00,
2016,6014,385.00,,1983.00,
2016,6015,309.00,,1651.00,
2016,6016,46.00,,373.00,
2016,6017,242.00,,1904.00,
2016,6018,92.00,,997.00,
2016,6019,6.97,1,124.00,
2016,6020,975.00,,5469.00,
2016,6022,97.00,,839.00,
2016,6023,359.00,,2637.00,
2016,6024,67.00,,755.00,
2016,6025,33.00,,378.00,
2016,6026,98.00,,863.00,
2016,6027,21.00,,248.00,
2016,6028,6.97,1,61.00,
2016,6030,739.00,,3878.00,
2016,6032,228.00,,1507.00,
2016,6033,264.00,,1851.00,
2016,6034,67.00,,698.00,
2016,6035,6.97,1,114.00,
2016,6036,49.00,,366.00,
2016,6037,196.00,,1315.00,
2016,6038,103.00,,523.00,
2016,6039,6.97,1,10.93,2
2016,6042,43.00,,342.00,
2016,6043,385.00,,2077.00,
2016,6044,138.00,,930.00,
2016,6045,568.00,,3071.00,
2016,6047,86.00,,599.00,
2016,6048,628.00,,3970.00,
2016,6052,228.00,,1983.00,
2016,6053,6.97,1,235.00,
2016,6055,129.00,,1631.00,
2016,6056,6.97,1,303.00,
2016,6060,244.00,,2534.00,
2016,6062,50.00,,555.00,
2016,6063,6.97,1,317.00,
2016,6064,96.00,,1598.00,
2016,6066,6.97,1,66.00,
2016,6067,6.97,1,106.00,
2016,6068,6.97,1,10.93,2
2016,6072,124.00,,1594.00,
2016,6073,6.97,1,159.00,
2016,6074,101.00,,1111.00,
2016,6078,53.00,,753.00,
2016,6083,6.97,1,110.00,
2016,6084,6.97,1,56.00,
2016,6085,6.97,1,168.00,
2016,6086,6.97,1,124.00,
2016,6102,304.00,,2339.00,
2016,6103,33.00,,386.00,
2016,6105,34.00,,358.00,
2016,6106,25.00,,225.00,
2016,6110,174.00,,1294.00,
2016,6112,6.97,1,151.00,
2016,6113,6.97,1,113.00,
2016,6114,6.97,1,40.00,
2016,6122,39.00,,495.00,
2016,6123,6.97,1,102.00,
2016,6125,6.97,1,68.00,
2016,6126,6.97,1,39.00,
2016,6130,290.00,,2229.00,
2016,6132,6.97,1,20.00,
2016,6133,32.00,,328.00,
2016,6142,21.00,,210.00,
2016,6143,6.97,1,76.00,
2016,6144,67.00,,391.00,
2016,6145,6.97,1,116.00,
2016,6146,25.00,,147.00,
2016,6147,36.00,,226.00,
2016,6152,6.97,1,55.00,
2016,6153,6.97,1,169.00,
2016,6154,6.97,1,44.00,
2016,6156,6.97,1,147.00,
2016,6162,117.00,,772.00,
2016,6163,6.97,1,100.00,
2016,6166,44.00,,390.00,
2016,6167,6.97,1,10.93,2
2016,6170,281.00,,1438.00,
2016,6173,53.00,,229.00,
2016,6174,6.97,1,331.00,
2016,6182,147.00,,724.00,
2016,6192,21.00,,136.00,
2016,6196,49.00,,264.00,
2016,6197,29.00,,145.00,
2016,6203,112.00,,507.00,
2016,6204,226.00,,1647.00,
2016,6205,84.00,,581.00,
2016,6206,178.00,,1543.00,
2016,6207,173.00,,1357.00,
2016,6208,246.00,,1409.00,
2016,6210,1000.00,,4218.00,
2016,6211,6.97,1,112.00,
2016,6212,73.00,,542.00,
2016,6213,35.00,,212.00,
2016,6214,149.00,,1010.00,
2016,6215,111.00,,842.00,
2016,6216,43.00,,147.00,
2016,6217,6.97,1,121.00,
2016,6218,90.00,,574.00,
2016,6221,73.00,,542.00,
2016,6222,40.00,,411.00,
2016,6231,6.97,1,261.00,
2016,6232,123.00,,712.00,
2016,6233,65.00,,495.00,
2016,6234,109.00,,783.00,
2016,6235,6.97,1,168.00,
2016,6236,6.97,1,57.00,
2016,6242,124.00,,592.00,
2016,6243,69.00,,490.00,
2016,6244,116.00,,653.00,
2016,6245,6.97,1,100.00,
2016,6246,55.00,,405.00,
2016,6247,117.00,,861.00,
2016,6248,6.97,1,151.00,
2016,6252,200.00,,1095.00,
2016,6253,6.97,1,205.00,
2016,6260,274.00,,1306.00,
2016,6262,36.00,,289.00,
2016,6263,6.97,1,159.00,
2016,6264,64.00,,405.00,
2016,6265,25.00,,163.00,
2016,6274,122.00,,1234.00,
2016,6275,85.00,,975.00,
2016,6276,36.00,,340.00,
2016,6277,31.00,,200.00,
2016,6280,301.00,,2833.00,
2016,6283,31.00,,313.00,
2016,6284,29.00,,364.00,
2016,6285,93.00,,763.00,
2016,6286,6.97,1,118.00,
2016,6287,29.00,,307.00,
2016,6288,6.97,1,202.00,
2016,6289,35.00,,245.00,
2016,6294,25.00,,313.00,
2016,6295,6.97,1,79.00,
2016,6300,2718.00,,12421.00,
2016,6312,588.00,,3552.00,
2016,6313,212.00,,1390.00,
2016,6314,358.00,,2938.00,
2016,6315,208.00,,1910.00,
2016,6317,252.00,,1033.00,
2016,6318,188.00,,1434.00,
2016,6319,74.00,,452.00,
2016,6330,907.00,,5096.00,
2016,6331,265.00,,1750.00,
2016,6332,85.00,,724.00,
2016,6333,299.00,,1551.00,
2016,6340,1494.00,,8509.00,
2016,6343,660.00,,3756.00,
2016,6344,64.00,,456.00,
2016,6345,86.00,,694.00,
2016,6353,233.00,,1604.00,
2016,6354,72.00,,459.00,
2016,6356,20.00,,49.00,
2016,6362,139.00,,1278.00,
2016,6363,27.00,,216.00,
2016,6365,6.97,1,79.00,
2016,6370,395.00,,4320.00,
2016,6372,26.00,,634.00,
2016,6373,123.00,,1662.00,
2016,6374,145.00,,1821.00,
2016,6375,89.00,,1221.00,
2016,6376,36.00,,393.00,
2016,6377,21.00,,240.00,
2016,6382,6.97,1,369.00,
2016,6383,37.00,,646.00,
2016,6386,50.00,,471.00,
2016,6387,6.97,1,51.00,
2016,6388,6.97,1,58.00,
2016,6390,134.00,,1325.00,
2016,6402,76.00,,481.00,
2016,6403,343.00,,3143.00,
2016,6404,53.00,,358.00,
2016,6405,100.00,,848.00,
2016,6410,474.00,,1721.00,
2016,6414,106.00,,522.00,
2016,6415,152.00,,1043.00,
2016,6416,46.00,,216.00,
2016,6417,66.00,,539.00,
2016,6418,83.00,,465.00,
2016,6422,145.00,,1046.00,
2016,6423,140.00,,963.00,
2016,6424,33.00,,298.00,
2016,6430,368.00,,2558.00,
2016,6432,74.00,,476.00,
2016,6433,6.97,1,37.00,
2016,6434,6.97,1,154.00,
2016,6436,60.00,,704.00,
2016,6438,174.00,,1189.00,
2016,6440,517.00,,3230.00,
2016,6442,105.00,,873.00,
2016,6443,52.00,,264.00,
2016,6452,33.00,,101.00,
2016,6454,105.00,,633.00,
2016,6460,624.00,,3401.00,
2016,6461,23.00,,126.00,
2016,6462,56.00,,477.00,
2016,6463,113.00,,750.00,
2016,6464,6.97,1,189.00,
2016,6465,21.00,,142.00,
2016,6466,6.97,1,50.00,
2016,6467,184.00,,1561.00,
2016,6468,45.00,,392.00,
2016,6469,6.97,1,64.00,
2016,6472,154.00,,884.00,
2016,6473,46.00,,273.00,
2016,6474,6.97,1,122.00,
2016,6475,6.97,1,82.00,
2016,6476,6.97,1,38.00,
2016,6482,6.97,1,78.00,
2016,6484,6.97,1,84.00,
2016,6485,6.97,1,10.93,2
2016,6487,29.00,,135.00,
2016,6490,61.00,,400.00,
2016,6491,6.97,1,50.00,
2016,6493,6.97,1,47.00,
2016,6500,171.00,,2085.00,
2016,6503,6.97,1,135.00,
2016,6512,68.00,,818.00,
2016,6513,6.97,1,236.00,
2016,6514,6.97,1,243.00,
2016,6515,6.97,1,95.00,
2016,6516,44.00,,320.00,
2016,6517,29.00,,312.00,
2016,6518,6.97,1,87.00,
2016,6523,6.97,1,68.00,
2016,6524,6.97,1,10.93,2
2016,6525,6.97,1,72.00,
2016,6526,6.97,1,22.00,
2016,6527,6.97,1,83.00,
2016,6528,32.00,,246.00,
2016,6532,6.97,1,114.00,
2016,6533,6.97,1,166.00,
2016,6534,6.97,1,83.00,
2016,6535,6.97,1,167.00,
2016,6537,20.00,,74.00,
2016,6538,6.97,1,10.93,2
2016,6540,6.97,1,36.00,
2016,6541,6.97,1,10.93,2
2016,6542,6.97,1,10.93,2
2016,6543,6.97,1,10.93,2
2016,6544,6.97,1,10.93,2
2016,6545,6.97,1,10.93,2
2016,6546,6.97,1,10.93,2
2016,6547,6.97,1,10.93,2
2016,6548,6.97,1,10.93,2
2016,6556,6.97,1,10.93,2
2016,6557,6.97,1,48.00,
2016,6558,6.97,1,77.00,
2016,6562,6.97,1,31.00,
2016,6563,6.97,1,65.00,
2016,6565,6.97,1,23.00,
2016,6571,6.97,1,10.93,2
2016,6572,6.97,1,106.00,
2016,6573,6.97,1,54.00,
2016,6574,6.97,1,83.00,
2016,6575,6.97,1,85.00,
2016,6576,6.97,1,32.00,
2016,6577,6.97,1,10.93,2
2016,6578,6.97,1,21.00,
2016,6579,6.97,1,29.00,
2016,6582,6.97,1,78.00,
2016,6583,6.97,1,35.00,
2016,6584,6.97,1,10.93,2
2016,6592,21.00,,171.00,
2016,6593,6.97,1,146.00,
2016,6594,6.97,1,68.00,
2016,6595,6.97,1,116.00,
2016,6596,54.00,,459.00,
2016,6597,6.97,1,76.00,
2016,6598,38.00,,305.00,
2016,6599,6.97,1,10.93,2
2016,6600,185.00,,2144.00,
2016,6605,6.97,1,130.00,
2016,6611,6.97,1,10.93,2
2016,6612,74.00,,883.00,
2016,6613,6.97,1,10.93,2
2016,6614,24.00,,302.00,
2016,6616,53.00,,633.00,
2016,6618,6.97,1,50.00,
2016,6622,6.97,1,100.00,
2016,6631,6.97,1,10.93,2
2016,6632,6.97,1,40.00,
2016,6633,6.97,1,10.93,2
2016,6634,6.97,1,24.00,
2016,6635,6.97,1,10.93,2
2016,6636,6.97,1,10.93,2
2016,6637,6.97,1,10.93,2
2016,6644,21.00,,165.00,
2016,6645,6.97,1,163.00,
2016,6646,6.97,1,64.00,
2016,6647,6.97,1,41.00,
2016,6648,119.00,,1087.00,
2016,6652,6.97,1,143.00,
2016,6653,6.97,1,175.00,
2016,6654,6.97,1,130.00,
2016,6655,6.97,1,80.00,
2016,6656,6.97,1,27.00,
2016,6657,6.97,1,10.93,2
2016,6658,6.97,1,10.93,2
2016,6659,6.97,1,10.93,2
2016,6661,6.97,1,63.00,
2016,6662,6.97,1,21.00,
2016,6663,6.97,1,20.00,
2016,6664,6.97,1,10.93,2
2016,6670,6.97,1,65.00,
2016,6672,6.97,1,76.00,
2016,6673,6.97,1,81.00,
2016,6674,6.97,1,20.00,
2016,6675,6.97,1,58.00,
2016,6676,6.97,1,28.00,
2016,6677,6.97,1,87.00,
2016,6678,6.97,1,51.00,
2016,6682,6.97,1,10.93,2
2016,6683,6.97,1,10.93,2
2016,6684,6.97,1,10.93,2
2016,6685,6.97,1,10.93,2
2016,6690,6.97,1,49.00,
2016,6692,6.97,1,10.93,2
2016,6693,6.97,1,10.93,2
2016,6694,6.97,1,10.93,2
2016,6695,6.97,1,20.00,
2016,6696,6.97,1,10.93,2
2016,6702,38.00,,258.00,
2016,6703,6.97,1,64.00,
2016,6705,6.97,1,42.00,
2016,6707,6.97,1,26.00,
2016,6710,21.00,,378.00,
2016,6713,6.97,1,106.00,
2016,6714,6.97,1,34.00,
2016,6715,6.97,1,23.00,
2016,6716,6.97,1,39.00,
2016,6717,6.97,1,34.00,
2016,6718,6.97,1,79.00,
2016,6719,6.97,1,21.00,
2016,6720,6.97,1,10.93,2
2016,6721,6.97,1,44.00,
2016,6722,6.97,1,35.00,
2016,6723,6.97,1,10.93,2
2016,6724,6.97,1,10.93,2
2016,6742,6.97,1,39.00,
2016,6743,6.97,1,56.00,
2016,6744,6.97,1,25.00,
2016,6745,6.97,1,69.00,
2016,6746,6.97,1,40.00,
2016,6747,6.97,1,31.00,
2016,6748,6.97,1,10.93,2
2016,6749,6.97,1,20.00,
2016,6760,6.97,1,166.00,
2016,6763,6.97,1,41.00,
2016,6764,6.97,1,10.93,2
2016,6772,6.97,1,24.00,
2016,6773,6.97,1,10.93,2
2016,6774,6.97,1,23.00,
2016,6775,6.97,1,32.00,
2016,6776,6.97,1,42.00,
2016,6777,6.97,1,27.00,
2016,6780,6.97,1,177.00,
2016,6781,6.97,1,10.93,2
2016,6802,6.97,1,137.00,
2016,6803,6.97,1,48.00,
2016,6804,6.97,1,47.00,
2016,6805,6.97,1,90.00,
2016,6806,6.97,1,34.00,
2016,6807,6.97,1,138.00,
2016,6808,6.97,1,86.00,
2016,6809,6.97,1,33.00,
2016,6810,6.97,1,40.00,
2016,6814,22.00,,244.00,
2016,6815,6.97,1,183.00,
2016,6816,6.97,1,47.00,
2016,6817,6.97,1,69.00,
2016,6818,6.97,1,98.00,
2016,6821,6.97,1,85.00,
2016,6822,6.97,1,77.00,
2016,6823,6.97,1,10.93,2
2016,6825,6.97,1,68.00,
2016,6826,6.97,1,215.00,
2016,6827,6.97,1,66.00,
2016,6828,20.00,,206.00,
2016,6830,24.00,,484.00,
2016,6832,6.97,1,47.00,
2016,6833,20.00,,181.00,
2016,6834,34.00,,274.00,
2016,6835,6.97,1,58.00,
2016,6837,6.97,1,54.00,
2016,6838,6.97,1,40.00,
2016,6839,6.97,1,26.00,
2016,6850,38.00,,614.00,
2016,6852,6.97,1,81.00,
2016,6853,20.00,,137.00,
2016,6854,6.97,1,100.00,
2016,6855,22.00,,168.00,
2016,6862,6.97,1,103.00,
2016,6863,6.97,1,67.00,
2016,6864,6.97,1,117.00,
2016,6865,6.97,1,66.00,
2016,6866,6.97,1,38.00,
2016,6872,6.97,1,54.00,
2016,6873,6.97,1,40.00,
2016,6874,6.97,1,122.00,
2016,6875,6.97,1,25.00,
2016,6877,6.97,1,174.00,
2016,6883,6.97,1,179.00,
2016,6900,267.00,,4069.00,
2016,6912,6.97,1,85.00,
2016,6913,6.97,1,64.00,
2016,6914,6.97,1,106.00,
2016,6915,6.97,1,52.00,
2016,6916,6.97,1,24.00,
2016,6917,6.97,1,36.00,
2016,6918,6.97,1,93.00,
2016,6919,6.97,1,21.00,
2016,6921,6.97,1,42.00,
2016,6922,6.97,1,81.00,
2016,6924,6.97,1,280.00,
2016,6925,6.97,1,141.00,
2016,6926,24.00,,277.00,
2016,6927,6.97,1,87.00,
2016,6928,6.97,1,154.00,
2016,6929,6.97,1,86.00,
2016,6930,6.97,1,128.00,
2016,6932,39.00,,563.00,
2016,6933,6.97,1,97.00,
2016,6934,6.97,1,252.00,
2016,6935,6.97,1,47.00,
2016,6936,6.97,1,86.00,
2016,6937,6.97,1,45.00,
2016,6938,6.97,1,27.00,
2016,6939,6.97,1,79.00,
2016,6942,6.97,1,174.00,
2016,6943,6.97,1,148.00,
2016,6944,6.97,1,152.00,
2016,6945,6.97,1,165.00,
2016,6946,6.97,1,229.00,
2016,6947,6.97,1,61.00,
2016,6948,6.97,1,189.00,
2016,6949,6.97,1,273.00,
2016,6950,6.97,1,145.00,
2016,6951,6.97,1,53.00,
2016,6952,6.97,1,173.00,
2016,6953,6.97,1,96.00,
2016,6954,6.97,1,121.00,
2016,6955,6.97,1,91.00,
2016,6956,6.97,1,22.00,
2016,6957,6.97,1,23.00,
2016,6958,6.97,1,43.00,
2016,6959,6.97,1,30.00,
2016,6960,6.97,1,27.00,
2016,6962,34.00,,513.00,
2016,6963,58.00,,698.00,
2016,6964,6.97,1,151.00,
2016,6965,6.97,1,216.00,
2016,6966,6.97,1,32.00,
2016,6967,6.97,1,84.00,
2016,6968,6.97,1,101.00,
2016,6974,6.97,1,49.00,
2016,6976,6.97,1,142.00,
2016,6977,6.97,1,115.00,
2016,6978,6.97,1,27.00,
2016,6979,6.97,1,51.00,
2016,6980,6.97,1,10.93,2
2016,6981,6.97,1,89.00,
2016,6982,29.00,,294.00,
2016,6983,6.97,1,164.00,
2016,6984,6.97,1,130.00,
2016,6986,21.00,,159.00,
2016,6987,52.00,,445.00,
2016,6988,6.97,1,105.00,
2016,6989,6.97,1,32.00,
2016,6990,6.97,1,33.00,
2016,6991,6.97,1,42.00,
2016,6992,6.97,1,85.00,
2016,6993,6.97,1,10.93,2
2016,6994,6.97,1,32.00,
2016,6995,6.97,1,48.00,
2016,6997,6.97,1,74.00,
2016,6998,6.97,1,50.00,
2016,6999,6.97,1,43.00,
2016,7000,2182.00,,12533.00,
2016,7012,109.00,,701.00,
2016,7013,283.00,,2252.00,
2016,7014,47.00,,286.00,
2016,7015,76.00,,369.00,
2016,7016,6.72,1,181.00,
2016,7017,82.00,,564.00,
2016,7018,43.00,,294.00,
2016,7019,6.72,1,47.00,
2016,7023,62.00,,350.00,
2016,7026,6.72,1,137.00,
2016,7027,6.72,1,71.00,
2016,7028,6.72,1,54.00,
2016,7029,6.72,1,57.00,
2016,7031,61.00,,406.00,
2016,7032,6.72,1,44.00,
2016,7050,49.00,,917.00,
2016,7056,6.72,1,24.00,
2016,7057,6.72,1,78.00,
2016,7058,6.72,1,73.00,
2016,7062,6.72,1,60.00,
2016,7063,6.72,1,28.00,
2016,7064,6.72,1,77.00,
2016,7074,31.00,,243.00,
2016,7075,53.00,,288.00,
2016,7076,6.72,1,107.00,
2016,7077,24.00,,198.00,
2016,7078,54.00,,453.00,
2016,7082,23.00,,128.00,
2016,7083,6.72,1,162.00,
2016,7084,6.72,1,36.00,
2016,7104,6.72,1,94.00,
2016,7106,6.72,1,29.00,
2016,7107,6.72,1,39.00,
2016,7109,6.72,1,37.00,
2016,7110,6.72,1,10.93,2
2016,7111,6.72,1,30.00,
2016,7112,6.72,1,10.93,2
2016,7113,6.72,1,10.93,2
2016,7114,6.72,1,10.93,2
2016,7115,6.72,1,10.93,2
2016,7116,6.72,1,10.93,2
2016,7122,6.72,1,77.00,
2016,7126,22.00,,128.00,
2016,7127,6.72,1,60.00,
2016,7128,6.72,1,10.93,2
2016,7130,113.00,,747.00,
2016,7132,36.00,,235.00,
2016,7134,26.00,,152.00,
2016,7137,6.72,1,51.00,
2016,7138,6.72,1,29.00,
2016,7141,6.72,1,59.00,
2016,7142,6.72,1,49.00,
2016,7143,6.72,1,48.00,
2016,7144,22.00,,127.00,
2016,7145,6.72,1,33.00,
2016,7146,6.72,1,21.00,
2016,7147,6.72,1,37.00,
2016,7148,6.72,1,86.00,
2016,7149,6.72,1,47.00,
2016,7151,6.72,1,157.00,
2016,7152,29.00,,200.00,
2016,7153,41.00,,137.00,
2016,7154,21.00,,86.00,
2016,7155,6.72,1,32.00,
2016,7156,6.72,1,97.00,
2016,7157,6.72,1,44.00,
2016,7158,22.00,,83.00,
2016,7159,6.72,1,45.00,
2016,7162,6.72,1,24.00,
2016,7163,6.72,1,52.00,
2016,7164,6.72,1,41.00,
2016,7165,6.72,1,140.00,
2016,7166,38.00,,232.00,
2016,7167,6.72,1,20.00,
2016,7168,6.72,1,10.93,2
2016,7172,26.00,,109.00,
2016,7173,6.72,1,51.00,
2016,7174,6.72,1,10.93,2
2016,7175,6.72,1,54.00,
2016,7176,6.72,1,37.00,
2016,7180,81.00,,471.00,
2016,7182,6.72,1,10.93,2
2016,7183,6.72,1,10.93,2
2016,7184,22.00,,54.00,
2016,7185,6.72,1,10.93,2
2016,7186,6.72,1,58.00,
2016,7187,6.72,1,55.00,
2016,7188,22.00,,191.00,
2016,7189,6.72,1,55.00,
2016,7202,6.72,1,32.00,
2016,7203,118.00,,923.00,
2016,7204,101.00,,609.00,
2016,7205,183.00,,942.00,
2016,7206,175.00,,956.00,
2016,7208,200.00,,831.00,
2016,7212,64.00,,362.00,
2016,7213,6.72,1,46.00,
2016,7214,82.00,,443.00,
2016,7215,6.72,1,126.00,
2016,7220,144.00,,571.00,
2016,7222,6.72,1,35.00,
2016,7223,6.72,1,42.00,
2016,7224,6.72,1,10.93,2
2016,7226,6.72,1,49.00,
2016,7228,6.72,1,30.00,
2016,7231,6.72,1,96.00,
2016,7232,6.72,1,41.00,
2016,7233,35.00,,186.00,
2016,7235,28.00,,163.00,
2016,7240,54.00,,239.00,
2016,7241,6.72,1,42.00,
2016,7242,6.72,1,45.00,
2016,7243,23.00,,148.00,
2016,7244,6.72,1,10.93,2
2016,7245,6.72,1,10.93,2
2016,7246,6.72,1,52.00,
2016,7247,26.00,,130.00,
2016,7249,6.72,1,115.00,
2016,7250,132.00,,970.00,
2016,7252,6.72,1,182.00,
2016,7260,125.00,,1034.00,
2016,7265,21.00,,200.00,
2016,7270,235.00,,1907.00,
2016,7272,6.72,1,61.00,
2016,7276,6.72,1,89.00,
2016,7277,6.72,1,94.00,
2016,7278,6.72,1,62.00,
2016,7302,261.00,,1224.00,
2016,7303,6.72,1,110.00,
2016,7304,171.00,,998.00,
2016,7306,41.00,,235.00,
2016,7307,45.00,,300.00,
2016,7310,306.00,,1719.00,
2016,7312,23.00,,151.00,
2016,7313,6.72,1,10.93,2
2016,7314,6.72,1,10.93,2
2016,7315,21.00,,107.00,
2016,7317,21.00,,128.00,
2016,7320,497.00,,1676.00,
2016,7323,127.00,,634.00,
2016,7324,86.00,,537.00,
2016,7325,6.72,1,24.00,
2016,7326,6.72,1,34.00,
2016,7402,170.00,,918.00,
