Jahr,PLZ,GA,GA_flag,HTA,HTA_flag
2012,6284,24.00,,332.00,
2012,6285,72.00,,755.00,
2012,6286,6.53,1,117.00,
2012,6287,20.00,,315.00,
2012,6288,6.53,1,193.00,
2012,6289,34.00,,251.00,
2012,6294,6.53,1,288.00,
2012,6295,6.53,1,80.00,
2012,6300,2493.00,,11818.00,
2012,6312,475.00,,3527.00,
2012,6313,139.00,,1395.00,
2012,6314,277.00,,2963.00,
2012,6315,181.00,,1857.00,
2012,6317,200.00,,1025.00,
2012,6318,156.00,,1459.00,
2012,6319,64.00,,440.00,
2012,6330,791.00,,5079.00,
2012,6331,234.00,,1826.00,
2012,6332,83.00,,719.00,
2012,6333,260.00,,1506.00,
2012,6340,1359.00,,8239.00,
2012,6343,611.00,,3691.00,
2012,6344,61.00,,432.00,
2012,6345,58.00,,689.00,
2012,6353,188.00,,1558.00,
2012,6354,64.00,,441.00,
2012,6356,6.53,1,52.00,
2012,6362,125.00,,1333.00,
2012,6363,6.53,1,249.00,
2012,6365,6.53,1,91.00,
2012,6370,349.00,,4321.00,
2012,6372,31.00,,642.00,
2012,6373,121.00,,1738.00,
2012,6374,138.00,,1868.00,
2012,6375,74.00,,1204.00,
2012,6376,23.00,,390.00,
2012,6377,21.00,,246.00,
2012,6382,6.53,1,370.00,
2012,6383,28.00,,683.00,
2012,6386,34.00,,459.00,
2012,6387,6.53,1,54.00,
2012,6388,6.53,1,69.00,
2012,6390,108.00,,1313.00,
2012,6402,48.00,,502.00,
2012,6403,349.00,,3169.00,
2012,6404,39.00,,355.00,
2012,6405,95.00,,831.00,
2012,6410,388.00,,1727.00,
2012,6414,98.00,,542.00,
2012,6415,122.00,,1024.00,
2012,6416,27.00,,224.00,
2012,6417,53.00,,513.00,
2012,6418,94.00,,412.00,
2012,6422,116.00,,1020.00,
2012,6423,115.00,,937.00,
2012,6424,35.00,,264.00,
2012,6430,331.00,,2483.00,
2012,6432,67.00,,433.00,
2012,6433,6.53,1,35.00,
2012,6434,6.53,1,138.00,
2012,6436,54.00,,688.00,
2012,6438,162.00,,1137.00,
2012,6440,504.00,,3234.00,
2012,6442,75.00,,847.00,
2012,6443,30.00,,302.00,
2012,6452,24.00,,112.00,
2012,6454,83.00,,684.00,
2012,6460,514.00,,3539.00,
2012,6461,24.00,,131.00,
2012,6462,42.00,,471.00,
2012,6463,73.00,,762.00,
2012,6464,23.00,,193.00,
2012,6465,6.53,1,143.00,
2012,6466,6.53,1,58.00,
2012,6467,176.00,,1570.00,
2012,6468,32.00,,379.00,
2012,6469,6.53,1,54.00,
2012,6472,127.00,,905.00,
2012,6473,32.00,,266.00,
2012,6474,6.53,1,113.00,
2012,6475,6.53,1,84.00,
2012,6476,6.53,1,32.00,
2012,6482,6.53,1,73.00,
2012,6484,6.53,1,96.00,
2012,6485,6.53,1,11.43,2
2012,6487,6.53,1,135.00,
2012,6490,65.00,,385.00,
2012,6491,6.53,1,48.00,
2012,6493,6.53,1,47.00,
2012,6500,165.00,,1965.00,
2012,6503,6.53,1,124.00,
2012,6512,44.00,,767.00,
2012,6513,6.53,1,224.00,
2012,6514,6.53,1,234.00,
2012,6515,6.53,1,88.00,
2012,6516,32.00,,308.00,
2012,6517,6.53,1,274.00,
2012,6518,6.53,1,83.00,
2012,6523,6.53,1,61.00,
2012,6524,6.53,1,11.43,2
2012,6525,6.53,1,66.00,
2012,6526,6.53,1,11.43,2
2012,6527,6.53,1,96.00,
2012,6528,21.00,,262.00,
2012,6532,6.53,1,114.00,
2012,6533,6.53,1,178.00,
2012,6534,6.53,1,88.00,
2012,6535,6.53,1,178.00,
2012,6537,6.53,1,72.00,
2012,6538,6.53,1,11.43,2
2012,6540,6.53,1,38.00,
2012,6541,6.53,1,11.43,2
2012,6542,6.53,1,11.43,2
2012,6543,6.53,1,11.43,2
2012,6544,6.53,1,11.43,2
2012,6545,6.53,1,11.43,2
2012,6546,6.53,1,11.43,2
2012,6547,6.53,1,11.43,2
2012,6548,6.53,1,11.43,2
2012,6556,6.53,1,11.43,2
2012,6557,6.53,1,48.00,
2012,6558,6.53,1,70.00,
2012,6562,6.53,1,30.00,
2012,6563,6.53,1,79.00,
2012,6565,6.53,1,24.00,
2012,6571,6.53,1,11.43,2
2012,6572,6.53,1,84.00,
2012,6573,6.53,1,59.00,
2012,6574,6.53,1,94.00,
2012,6575,6.53,1,98.00,
2012,6576,6.53,1,47.00,
2012,6577,6.53,1,26.00,
2012,6578,6.53,1,24.00,
2012,6579,6.53,1,39.00,
2012,6582,6.53,1,70.00,
2012,6583,6.53,1,39.00,
2012,6584,6.53,1,11.43,2
2012,6592,6.53,1,172.00,
2012,6593,6.53,1,131.00,
2012,6594,6.53,1,81.00,
2012,6595,6.53,1,116.00,
2012,6596,45.00,,445.00,
2012,6597,6.53,1,77.00,
2012,6598,35.00,,304.00,
2012,6599,6.53,1,11.43,2
2012,6600,186.00,,2312.00,
2012,6605,6.53,1,138.00,
2012,6611,6.53,1,27.00,
2012,6612,79.00,,1002.00,
2012,6613,6.53,1,24.00,
2012,6614,28.00,,344.00,
2012,6616,39.00,,684.00,
2012,6618,6.53,1,51.00,
2012,6622,6.53,1,107.00,
2012,6631,6.53,1,11.43,2
2012,6632,6.53,1,47.00,
2012,6633,6.53,1,11.43,2
2012,6634,6.53,1,30.00,
2012,6635,6.53,1,11.43,2
2012,6636,6.53,1,11.43,2
2012,6637,6.53,1,23.00,
2012,6644,20.00,,207.00,
2012,6645,6.53,1,176.00,
2012,6646,6.53,1,74.00,
2012,6647,6.53,1,43.00,
2012,6648,125.00,,1153.00,
2012,6652,6.53,1,150.00,
2012,6653,26.00,,178.00,
2012,6654,6.53,1,130.00,
2012,6655,6.53,1,102.00,
2012,6656,6.53,1,33.00,
2012,6657,6.53,1,11.43,2
2012,6658,6.53,1,11.43,2
2012,6659,6.53,1,11.43,2
2012,6661,6.53,1,72.00,
2012,6662,6.53,1,31.00,
2012,6663,6.53,1,21.00,
2012,6664,6.53,1,11.43,2
2012,6670,6.53,1,63.00,
2012,6672,6.53,1,92.00,
2012,6673,6.53,1,72.00,
2012,6674,6.53,1,26.00,
2012,6675,6.53,1,57.00,
2012,6676,6.53,1,37.00,
2012,6677,6.53,1,95.00,
2012,6678,6.53,1,64.00,
2012,6682,6.53,1,11.43,2
2012,6683,6.53,1,11.43,2
2012,6684,6.53,1,11.43,2
2012,6685,6.53,1,11.43,2
2012,6690,6.53,1,50.00,
2012,6692,6.53,1,11.43,2
2012,6693,6.53,1,11.43,2
2012,6694,6.53,1,11.43,2
2012,6695,6.53,1,11.43,2
2012,6696,6.53,1,11.43,2
2012,6702,20.00,,228.00,
2012,6703,6.53,1,59.00,
2012,6705,6.53,1,53.00,
2012,6707,6.53,1,33.00,
2012,6710,25.00,,366.00,
2012,6713,6.53,1,99.00,
2012,6714,6.53,1,39.00,
2012,6715,6.53,1,21.00,
2012,6716,6.53,1,39.00,
2012,6717,6.53,1,42.00,
2012,6718,6.53,1,81.00,
2012,6719,6.53,1,27.00,
2012,6720,6.53,1,11.43,2
2012,6721,6.53,1,39.00,
2012,6722,6.53,1,30.00,
2012,6723,6.53,1,11.43,2
2012,6724,6.53,1,26.00,
2012,6742,6.53,1,39.00,
2012,6743,6.53,1,32.00,
2012,6744,6.53,1,11.43,2
2012,6745,6.53,1,56.00,
2012,6746,6.53,1,24.00,
2012,6747,6.53,1,38.00,
2012,6748,6.53,1,11.43,2
2012,6749,6.53,1,24.00,
2012,6760,6.53,1,172.00,
2012,6763,6.53,1,42.00,
2012,6764,6.53,1,11.43,2
2012,6772,6.53,1,11.43,2
2012,6773,6.53,1,11.43,2
2012,6774,6.53,1,21.00,
2012,6775,6.53,1,32.00,
2012,6776,6.53,1,33.00,
2012,6777,6.53,1,30.00,
2012,6780,6.53,1,195.00,
2012,6781,6.53,1,11.43,2
2012,6802,6.53,1,121.00,
2012,6803,6.53,1,45.00,
2012,6804,6.53,1,49.00,
2012,6805,6.53,1,85.00,
2012,6806,6.53,1,45.00,
2012,6807,6.53,1,134.00,
2012,6808,6.53,1,84.00,
2012,6809,6.53,1,34.00,
2012,6810,6.53,1,47.00,
2012,6814,6.53,1,222.00,
2012,6815,6.53,1,197.00,
2012,6816,6.53,1,58.00,
2012,6817,6.53,1,66.00,
2012,6818,6.53,1,101.00,
2012,6821,6.53,1,80.00,
2012,6822,6.53,1,67.00,
2012,6823,6.53,1,11.43,2
2012,6825,6.53,1,66.00,
2012,6826,20.00,,229.00,
2012,6827,6.53,1,79.00,
2012,6828,6.53,1,196.00,
2012,6830,20.00,,422.00,
2012,6832,6.53,1,57.00,
2012,6833,6.53,1,195.00,
2012,6834,29.00,,282.00,
2012,6835,6.53,1,69.00,
2012,6837,6.53,1,65.00,
2012,6838,6.53,1,35.00,
2012,6839,6.53,1,32.00,
2012,6850,45.00,,597.00,
2012,6852,6.53,1,69.00,
2012,6853,6.53,1,136.00,
2012,6854,6.53,1,100.00,
2012,6855,6.53,1,145.00,
2012,6862,6.53,1,96.00,
2012,6863,6.53,1,68.00,
2012,6864,6.53,1,102.00,
2012,6865,6.53,1,76.00,
2012,6866,6.53,1,39.00,
2012,6872,6.53,1,52.00,
2012,6873,6.53,1,42.00,
2012,6874,6.53,1,124.00,
2012,6875,6.53,1,31.00,
2012,6877,6.53,1,172.00,
2012,6883,6.53,1,174.00,
2012,6900,244.00,,4031.00,
2012,6912,6.53,1,85.00,
2012,6913,6.53,1,52.00,
2012,6914,6.53,1,128.00,
2012,6915,6.53,1,40.00,
2012,6916,6.53,1,21.00,
2012,6917,6.53,1,36.00,
2012,6918,6.53,1,101.00,
2012,6919,6.53,1,11.43,2
2012,6921,6.53,1,47.00,
2012,6922,6.53,1,79.00,
2012,6924,6.53,1,314.00,
2012,6925,6.53,1,156.00,
2012,6926,6.53,1,265.00,
2012,6927,6.53,1,73.00,
2012,6928,6.53,1,142.00,
2012,6929,6.53,1,82.00,
2012,6930,6.53,1,134.00,
2012,6932,48.00,,555.00,
2012,6933,6.53,1,84.00,
2012,6934,6.53,1,227.00,
2012,6935,6.53,1,65.00,
2012,6936,6.53,1,92.00,
2012,6937,6.53,1,47.00,
2012,6938,6.53,1,28.00,
2012,6939,6.53,1,78.00,
2012,6942,6.53,1,196.00,
2012,6943,6.53,1,154.00,
2012,6944,6.53,1,148.00,
2012,6945,6.53,1,166.00,
2012,6946,6.53,1,216.00,
2012,6947,6.53,1,75.00,
2012,6948,6.53,1,167.00,
2012,6949,6.53,1,272.00,
2012,6950,6.53,1,160.00,
2012,6951,6.53,1,53.00,
2012,6952,6.53,1,167.00,
2012,6953,6.53,1,93.00,
2012,6954,6.53,1,118.00,
2012,6955,6.53,1,99.00,
2012,6956,6.53,1,27.00,
2012,6957,6.53,1,22.00,
2012,6958,6.53,1,50.00,
2012,6959,6.53,1,33.00,
2012,6960,6.53,1,23.00,
2012,6962,34.00,,556.00,
2012,6963,51.00,,667.00,
2012,6964,6.53,1,142.00,
2012,6965,6.53,1,218.00,
2012,6966,6.53,1,37.00,
2012,6967,6.53,1,89.00,
2012,6968,6.53,1,115.00,
2012,6974,6.53,1,52.00,
2012,6976,6.53,1,175.00,
2012,6977,6.53,1,137.00,
2012,6978,6.53,1,20.00,
2012,6979,6.53,1,39.00,
2012,6980,6.53,1,11.43,2
2012,6981,6.53,1,95.00,
2012,6982,24.00,,296.00,
2012,6983,6.53,1,184.00,
2012,6984,6.53,1,132.00,
2012,6986,6.53,1,198.00,
2012,6987,40.00,,449.00,
2012,6988,6.53,1,115.00,
2012,6989,6.53,1,34.00,
2012,6990,6.53,1,36.00,
2012,6991,6.53,1,42.00,
2012,6992,6.53,1,91.00,
2012,6993,6.53,1,11.43,2
2012,6994,6.53,1,23.00,
2012,6995,6.53,1,47.00,
2012,6997,6.53,1,83.00,
2012,6998,6.53,1,53.00,
2012,6999,6.53,1,47.00,
2012,7000,2118.00,,12496.00,
2012,7012,94.00,,682.00,
2012,7013,281.00,,2225.00,
2012,7014,39.00,,293.00,
2012,7015,62.00,,397.00,
2012,7016,6.42,1,172.00,
2012,7017,72.00,,575.00,
2012,7018,45.00,,272.00,
2012,7019,6.42,1,56.00,
2012,7023,42.00,,345.00,
2012,7026,25.00,,137.00,
2012,7027,6.42,1,66.00,
2012,7028,6.42,1,72.00,
2012,7029,6.42,1,66.00,
2012,7031,57.00,,376.00,
2012,7032,6.42,1,56.00,
2012,7050,52.00,,944.00,
2012,7056,6.42,1,29.00,
2012,7057,6.42,1,86.00,
2012,7058,6.42,1,24.00,
2012,7062,6.42,1,41.00,
2012,7063,6.42,1,27.00,
2012,7064,6.42,1,92.00,
2012,7074,20.00,,238.00,
2012,7075,45.00,,296.00,
2012,7076,21.00,,112.00,
2012,7077,22.00,,198.00,
2012,7078,63.00,,475.00,
2012,7082,6.42,1,135.00,
2012,7083,6.42,1,187.00,
2012,7084,6.42,1,38.00,
2012,7104,6.42,1,86.00,
2012,7106,6.42,1,29.00,
2012,7107,6.42,1,44.00,
2012,7109,6.42,1,35.00,
2012,7110,6.42,1,11.43,2
2012,7111,6.42,1,29.00,
2012,7112,6.42,1,21.00,
2012,7113,6.42,1,11.43,2
2012,7114,6.42,1,11.43,2
2012,7115,6.42,1,11.43,2
2012,7116,6.42,1,11.43,2
2012,7122,6.42,1,68.00,
2012,7126,6.42,1,147.00,
2012,7127,6.42,1,56.00,
2012,7128,6.42,1,11.43,2
2012,7130,94.00,,769.00,
2012,7132,34.00,,252.00,
2012,7134,25.00,,156.00,
2012,7137,6.42,1,49.00,
2012,7138,6.42,1,34.00,
2012,7141,6.42,1,56.00,
2012,7142,6.42,1,51.00,
2012,7143,6.42,1,53.00,
2012,7144,24.00,,117.00,
2012,7145,6.42,1,26.00,
2012,7146,6.42,1,11.43,2
2012,7147,6.42,1,40.00,
2012,7148,6.42,1,89.00,
2012,7149,6.42,1,43.00,
2012,7151,6.42,1,131.00,
2012,7152,27.00,,202.00,
2012,7153,32.00,,141.00,
2012,7154,6.42,1,80.00,
2012,7155,6.42,1,30.00,
2012,7156,6.42,1,93.00,
2012,7157,6.42,1,39.00,
2012,7158,6.42,1,99.00,
2012,7159,6.42,1,55.00,
2012,7162,6.42,1,35.00,
2012,7163,6.42,1,59.00,
2012,7164,6.42,1,39.00,
2012,7165,6.42,1,150.00,
2012,7166,30.00,,242.00,
2012,7167,6.42,1,11.43,2
2012,7168,6.42,1,11.43,2
2012,7172,6.42,1,122.00,
2012,7173,6.42,1,47.00,
2012,7174,6.42,1,11.43,2
2012,7175,6.42,1,65.00,
2012,7176,6.42,1,43.00,
2012,7180,80.00,,413.00,
2012,7182,6.42,1,11.43,2
2012,7183,6.42,1,11.43,2
2012,7184,6.42,1,59.00,
2012,7185,6.42,1,11.43,2
2012,7186,6.42,1,65.00,
2012,7187,6.42,1,50.00,
2012,7188,6.42,1,200.00,
2012,7189,6.42,1,58.00,
2012,7202,6.42,1,38.00,
2012,7203,88.00,,921.00,
2012,7204,111.00,,609.00,
2012,7205,165.00,,986.00,
2012,7206,143.00,,990.00,
2012,7208,186.00,,806.00,
2012,7212,50.00,,345.00,
2012,7213,6.42,1,34.00,
2012,7214,66.00,,446.00,
2012,7215,23.00,,118.00,
2012,7220,120.00,,601.00,
2012,7222,6.42,1,39.00,
2012,7223,6.42,1,41.00,
2012,7224,6.42,1,11.43,2
2012,7226,6.42,1,46.00,
2012,7228,6.42,1,34.00,
2012,7231,6.42,1,96.00,
2012,7232,6.42,1,39.00,
2012,7233,34.00,,194.00,
2012,7235,23.00,,162.00,
2012,7240,49.00,,257.00,
2012,7241,6.42,1,51.00,
2012,7242,6.42,1,56.00,
2012,7243,6.42,1,158.00,
2012,7244,6.42,1,11.43,2
2012,7245,6.42,1,11.43,2
2012,7246,6.42,1,65.00,
2012,7247,6.42,1,155.00,
2012,7249,6.42,1,112.00,
2012,7250,110.00,,962.00,
2012,7252,20.00,,197.00,
2012,7260,108.00,,1042.00,
2012,7265,26.00,,179.00,
2012,7270,247.00,,1880.00,
2012,7272,6.42,1,71.00,
2012,7276,6.42,1,72.00,
2012,7277,6.42,1,92.00,
2012,7278,6.42,1,54.00,
2012,7302,240.00,,1237.00,
2012,7303,6.42,1,115.00,
2012,7304,179.00,,1011.00,
2012,7306,38.00,,223.00,
2012,7307,33.00,,303.00,
2012,7310,258.00,,1795.00,
2012,7312,6.42,1,154.00,
2012,7313,6.42,1,11.43,2
2012,7314,6.42,1,11.43,2
2012,7315,20.00,,108.00,
2012,7317,27.00,,132.00,
2012,7320,385.00,,1687.00,
2012,7323,116.00,,576.00,
2012,7324,51.00,,537.00,
2012,7325,6.42,1,11.43,2
2012,7326,6.42,1,33.00,
2012,7402,156.00,,935.00,
2012,7403,52.00,,425.00,
2012,7404,6.42,1,39.00,
2012,7405,6.42,1,105.00,
2012,7407,6.42,1,11.43,2
2012,7408,30.00,,296.00,
2012,7411,26.00,,218.00,
2012,7412,54.00,,215.00,
2012,7413,6.42,1,64.00,
2012,7414,6.42,1,53.00,
2012,7415,33.00,,170.00,
2012,7416,6.42,1,79.00,
2012,7417,26.00,,144.00,
2012,7418,6.42,1,108.00,
2012,7419,6.42,1,25.00,
2012,7421,6.42,1,95.00,
2012,7422,6.42,1,44.00,
2012,7423,6.42,1,48.00,
2012,7424,6.42,1,51.00,
2012,7425,6.42,1,137.00,
2012,7426,6.42,1,57.00,
2012,7427,6.42,1,32.00,
2012,7428,6.42,1,29.00,
2012,7430,118.00,,784.00,
2012,7431,6.42,1,11.43,2
2012,7432,6.42,1,87.00,
2012,7433,24.00,,88.00,
2012,7434,6.42,1,39.00,
2012,7435,6.42,1,114.00,
2012,7436,6.42,1,11.43,2
2012,7437,6.42,1,39.00,
2012,7438,6.42,1,11.43,2
2012,7440,28.00,,205.00,
2012,7442,6.42,1,11.43,2
2012,7443,6.42,1,32.00,
2012,7444,6.42,1,11.43,2
2012,7445,6.42,1,11.43,2
2012,7446,6.42,1,11.43,2
2012,7447,6.42,1,32.00,
2012,7448,6.42,1,11.43,2
2012,7450,6.42,1,74.00,
2012,7451,6.42,1,30.00,
2012,7452,6.42,1,51.00,
2012,7453,6.42,1,46.00,
2012,7454,6.42,1,20.00,
2012,7455,6.42,1,11.43,2
2012,7456,6.42,1,23.00,
2012,7457,6.42,1,50.00,
2012,7458,6.42,1,20.00,
2012,7459,6.42,1,31.00,
2012,7460,6.42,1,259.00,
2012,7462,6.42,1,51.00,
2012,7463,6.42,1,31.00,
2012,7464,6.42,1,24.00,
2012,7472,6.42,1,53.00,
2012,7473,6.42,1,11.43,2
2012,7477,21.00,,185.00,
2012,7482,26.00,,171.00,
2012,7484,6.42,1,22.00,
2012,7492,6.42,1,127.00,
2012,7493,6.42,1,57.00,
2012,7494,6.42,1,121.00,
2012,7500,120.00,,1265.00,
2012,7502,28.00,,221.00,
2012,7503,112.00,,960.00,
2012,7504,56.00,,659.00,
2012,7505,31.00,,401.00,
2012,7512,6.42,1,141.00,
2012,7513,6.42,1,198.00,
2012,7514,6.42,1,166.00,
2012,7515,6.42,1,33.00,
2012,7516,6.42,1,85.00,
2012,7517,6.42,1,11.43,2
2012,7522,28.00,,218.00,
2012,7523,6.42,1,60.00,
2012,7524,33.00,,444.00,
2012,7525,20.00,,193.00,
2012,7526,6.42,1,42.00,
2012,7527,6.42,1,30.00,
2012,7530,36.00,,323.00,
2012,7532,6.42,1,40.00,
2012,7533,6.42,1,28.00,
2012,7534,6.42,1,11.43,2
2012,7535,6.42,1,35.00,
2012,7536,6.42,1,88.00,
2012,7537,6.42,1,128.00,
2012,7542,6.42,1,55.00,
2012,7543,6.42,1,93.00,
2012,7545,6.42,1,66.00,
2012,7546,6.42,1,137.00,
2012,7550,94.00,,815.00,
2012,7551,22.00,,180.00,
2012,7552,6.42,1,32.00,
2012,7553,6.42,1,73.00,
2012,7554,60.00,,280.00,
2012,7556,6.42,1,86.00,
2012,7557,6.42,1,11.43,2
2012,7558,6.42,1,44.00,
2012,7559,6.42,1,59.00,
2012,7560,6.42,1,34.00,
2012,7562,6.42,1,37.00,
2012,7563,6.42,1,25.00,
2012,7602,6.42,1,11.43,2
2012,7603,6.42,1,60.00,
2012,7604,6.42,1,11.43,2
2012,7605,6.42,1,39.00,
2012,7606,6.42,1,58.00,
2012,7608,6.42,1,36.00,
2012,7610,6.42,1,35.00,
2012,7710,6.42,1,11.43,2
2012,7741,6.42,1,39.00,
2012,7742,27.00,,291.00,
2012,7743,6.42,1,57.00,
2012,7744,6.42,1,11.43,2
2012,7745,6.42,1,113.00,
2012,7746,6.42,1,63.00,
2012,7748,6.42,1,11.43,2
2012,8001,885.00,,3598.00,
2012,8002,962.00,,4611.00,
2012,8003,2232.00,,8124.00,
2012,8004,2809.00,,10872.00,
2012,8005,1978.00,,6667.00,
2012,8006,2470.00,,9215.00,
2012,8008,1653.00,,8048.00,
2012,8032,2301.00,,8952.00,
2012,8037,2205.00,,7142.00,
2012,8038,1481.00,,6906.00,
2012,8041,370.00,,1954.00,
2012,8044,881.00,,4767.00,
2012,8045,985.00,,4100.00,
2012,8046,1348.00,,7596.00,
2012,8047,1752.00,,7497.00,
2012,8048,2030.00,,9072.00,
2012,8049,2000.00,,9813.00,
2012,8050,2392.00,,9926.00,
2012,8051,1215.00,,5693.00,
2012,8052,1082.00,,5672.00,
2012,8053,838.00,,4869.00,
2012,8055,1856.00,,7512.00,
2012,8057,2237.00,,8422.00,
2012,8064,144.00,,795.00,
2012,8102,195.00,,1941.00,
2012,8103,102.00,,1264.00,
2012,8104,78.00,,1000.00,
2012,8105,319.00,,3625.00,
2012,8106,62.00,,820.00,
2012,8107,166.00,,1626.00,
2012,8108,103.00,,986.00,
2012,8109,10.76,1,11.43,2
2012,8112,109.00,,923.00,
2012,8113,41.00,,418.00,
2012,8114,49.00,,437.00,
2012,8115,24.00,,218.00,
2012,8117,147.00,,1490.00,
2012,8118,112.00,,746.00,
2012,8121,59.00,,659.00,
2012,8122,66.00,,730.00,
2012,8123,90.00,,1089.00,
2012,8124,125.00,,830.00,
2012,8125,368.00,,2379.00,
2012,8126,289.00,,2367.00,
2012,8127,182.00,,1558.00,
2012,8132,384.00,,2595.00,
2012,8133,97.00,,711.00,
2012,8134,690.00,,6443.00,
2012,8135,259.00,,2760.00,
2012,8136,102.00,,985.00,
2012,8142,214.00,,1801.00,
2012,8143,128.00,,1292.00,
2012,8152,785.00,,4888.00,
2012,8153,220.00,,1933.00,
2012,8154,153.00,,1364.00,
2012,8155,183.00,,1713.00,
2012,8156,43.00,,546.00,
2012,8157,167.00,,1800.00,
2012,8158,23.00,,182.00,
2012,8162,108.00,,1071.00,
2012,8164,10.76,1,169.00,
2012,8165,153.00,,1355.00,
2012,8166,145.00,,920.00,
2012,8172,129.00,,1291.00,
2012,8173,87.00,,1062.00,
2012,8174,38.00,,375.00,
2012,8175,10.76,1,197.00,
2012,8180,764.00,,6271.00,
2012,8181,58.00,,506.00,
2012,8182,53.00,,654.00,
2012,8184,102.00,,1295.00,
2012,8185,136.00,,1607.00,
2012,8187,30.00,,322.00,
2012,8192,147.00,,1340.00,
2012,8193,238.00,,1803.00,
2012,8194,30.00,,369.00,
2012,8195,22.00,,204.00,
2012,8196,53.00,,542.00,
2012,8197,261.00,,1427.00,
2012,8200,2351.00,,9102.00,
2012,8203,207.00,,1089.00,
2012,8207,249.00,,1293.00,
2012,8208,10.76,1,11.43,2
2012,8212,465.00,,2685.00,
2012,8213,93.00,,597.00,
2012,8214,33.00,,283.00,
2012,8215,65.00,,596.00,
2012,8216,10.76,1,109.00,
2012,8217,38.00,,401.00,
2012,8218,20.00,,104.00,
2012,8219,10.76,1,120.00,
2012,8222,172.00,,1223.00,
2012,8223,10.76,1,53.00,
2012,8224,47.00,,495.00,
2012,8225,44.00,,304.00,
2012,8226,39.00,,491.00,
2012,8228,10.76,1,128.00,
2012,8231,10.76,1,179.00,
2012,8232,28.00,,252.00,
2012,8233,10.76,1,71.00,
2012,8234,58.00,,425.00,
2012,8235,23.00,,216.00,
2012,8236,10.76,1,181.00,
2012,8239,39.00,,312.00,
2012,8240,119.00,,1150.00,
2012,8241,10.76,1,49.00,
2012,8242,10.76,1,85.00,
2012,8243,10.76,1,56.00,
2012,8245,140.00,,794.00,
2012,8246,44.00,,308.00,
2012,8247,93.00,,573.00,
2012,8248,78.00,,542.00,
2012,8252,46.00,,416.00,
2012,8253,150.00,,931.00,
2012,8254,23.00,,245.00,
2012,8255,34.00,,218.00,
2012,8259,76.00,,396.00,
2012,8260,202.00,,1134.00,
2012,8261,10.76,1,132.00,
2012,8262,35.00,,324.00,
2012,8263,10.76,1,80.00,
2012,8264,89.00,,500.00,
2012,8265,32.00,,188.00,
2012,8266,179.00,,1120.00,
2012,8267,55.00,,304.00,
2012,8268,27.00,,235.00,
2012,8269,10.76,1,134.00,
2012,8272,113.00,,802.00,
2012,8273,10.76,1,89.00,
2012,8274,162.00,,975.00,
2012,8280,786.00,,4357.00,
2012,8302,764.00,,6260.00,
2012,8303,438.00,,3587.00,
2012,8304,780.00,,5507.00,
2012,8305,293.00,,2680.00,
2012,8306,125.00,,1255.00,
2012,8307,667.00,,4033.00,
2012,8308,260.00,,1599.00,
2012,8309,150.00,,2048.00,
2012,8310,21.00,,376.00,
2012,8311,73.00,,927.00,
2012,8312,38.00,,353.00,
2012,8314,10.76,1,146.00,
2012,8315,51.00,,352.00,
2012,8317,89.00,,692.00,
2012,8320,262.00,,2277.00,
2012,8322,29.00,,281.00,
2012,8330,590.00,,4205.00,
2012,8331,10.76,1,228.00,
2012,8332,100.00,,1273.00,
2012,8335,99.00,,1254.00,
2012,8340,406.00,,3414.00,
2012,8342,28.00,,390.00,
2012,8344,129.00,,1343.00,
2012,8345,39.00,,447.00,
2012,8352,151.00,,1372.00,
2012,8353,180.00,,1607.00,
2012,8354,10.76,1,173.00,
2012,8355,251.00,,1643.00,
2012,8356,62.00,,496.00,
2012,8357,83.00,,490.00,
2012,8360,257.00,,1319.00,
2012,8362,59.00,,417.00,
2012,8363,32.00,,239.00,
2012,8370,312.00,,1529.00,
2012,8371,41.00,,210.00,
2012,8372,45.00,,211.00,
2012,8374,72.00,,485.00,
2012,8376,10.76,1,139.00,
2012,8400,4984.00,,16241.00,
2012,8404,1546.00,,6676.00,
2012,8405,1176.00,,6827.00,
2012,8406,851.00,,3701.00,
2012,8408,1022.00,,5146.00,
2012,8409,217.00,,1074.00,
2012,8412,30.00,,340.00,
2012,8413,168.00,,1674.00,
2012,8414,20.00,,334.00,
2012,8415,28.00,,248.00,
2012,8416,51.00,,499.00,
2012,8418,27.00,,264.00,
2012,8421,10.76,1,300.00,
2012,8422,115.00,,1152.00,
2012,8424,267.00,,2522.00,
2012,8425,10.76,1,379.00,
2012,8426,52.00,,629.00,
2012,8427,122.00,,1317.00,
2012,8428,10.76,1,170.00,
2012,8442,204.00,,1354.00,
2012,8444,123.00,,1008.00,
2012,8447,135.00,,775.00,
2012,8450,195.00,,963.00,
2012,8451,75.00,,497.00,
2012,8452,10.76,1,248.00,
2012,8453,10.76,1,107.00,
2012,8454,29.00,,316.00,
2012,8455,29.00,,281.00,
2012,8457,30.00,,202.00,
2012,8458,27.00,,241.00,
2012,8459,10.76,1,118.00,
2012,8460,146.00,,746.00,
2012,8461,10.76,1,125.00,
2012,8462,88.00,,526.00,
2012,8463,44.00,,299.00,
2012,8464,10.76,1,43.00,
2012,8465,21.00,,133.00,
2012,8466,10.76,1,241.00,
2012,8467,20.00,,141.00,
2012,8468,26.00,,244.00,
2012,8471,33.00,,441.00,
2012,8472,328.00,,3220.00,
2012,8474,66.00,,672.00,
2012,8475,63.00,,532.00,
2012,8476,79.00,,333.00,
